HTSUS,Description,Scope Limitations
7403.21.00,"7403.21.00 Copper-zinc base alloys (brass), unwrought nesoi",
7403.22.00,"7403.22.00 Copper-tin base alloys (bronze), unwrought nesoi",
7403.29.01,"7403.29.01 Copper alloys (other than copper-zinc, copper-tin alloys), unwrought nesoi",
7404.00.30,7404.00.30 Copper spent anodes; copper waste and scrap containing less than 94 percent by weight of copper,
7404.00.60,"7404.00.60 Copper, waste and scrap containing 94 percent or more by weight of copper",
7405.00.10,"7405.00.10 Copper master alloys, containing 5 percent or more but not more than 15 percent by weight of phosphorus",
7405.00.60,"7405.00.60 Copper master alloys, not containing 5 percent or more but not more than 15 percent by weight of phosphorus",
7501.10.00 2025,"7501.10.00 Nickel mattes Executive Order 14346 of September 5, 2025",
7502.10.00 2025,"7502.10.00 Nickel, not alloyed Executive Order 14346 of September 5, 2025",
7502.20.00 2025,"7502.20.00 Nickel alloys Executive Order 14346 of September 5, 2025",
7503.00.00 2025,"7503.00.00 Nickel waste and scrap Executive Order 14346 of September 5, 2025",
7504.00.00 2025,"7504.00.00 Nickel powders and flakes Executive Order 14346 of September 5, 2025",
7508.90.50,"7508.90.50 Nickel, articles of nesoi",
7901.11.00,"7901.11.00 Zinc (other than alloy), unwrought, containing 99.99 percent or more by weight of zinc",
7901.12.10,"7901.12.10 Zinc (other than alloy), unwrought, casting-grade zinc, containing at least 97.5 percent but less than 99.99 percent by weight of zinc",
7901.12.50,"7901.12.50 Zinc (other than alloy), unwrought, other than casting- grade zinc, containing at least 97.5 percent but less than 99.99 percent by weight of zinc",
7901.20.00,"7901.20.00 Zinc alloy, unwrought",
7902.00.00,"7902.00.00 Zinc, waste and scrap",
7903.90.30 2025,"7903.90.30 Zinc powder Executive Order 14346 of September 5, 2025",
7907.00.60,"7907.00.60 Zinc, articles (other than for household, table or kitchen use), nesoi",
8001.10.00,"8001.10.00 Tin (other than alloy), unwrought",
8001.20.00,"8001.20.00 Tin alloy, unwrought",
8002.00.00,"8002.00.00 Tin, waste and scrap",
8007.00.50,"8007.00.50 Tin, articles nesoi",
8101.10.00,"8101.10.00 Tungsten, powders",
8101.97.00,"8101.97.00 Tungsten, waste and scrap",
8103.20.00,"8103.20.00 Tantalum, unwrought (including bars and rods obtained simply by sintering); tantalum powders",
8103.30.00,"8103.30.00 Tantalum, waste and scrap",
8103.91.00,"8103.91.00 Tantalum, crucibles",
8103.99.00,"8103.99.00 Tantalum, articles other than crucibles, nesoi",
8104.11.00,"8104.11.00 Magnesium, unwrought, containing at least 99.8 percent by weight of magnesium",
8104.19.00,"8104.19.00 Magnesium, unwrought, nesoi",
8104.20.00,"8104.20.00 Magnesium, waste and scrap",
8104.30.00,"8104.30.00 Magnesium, raspings, turnings and granules graded according to size; magnesium powders",
8104.90.00,"8104.90.00 Magnesium, articles nesoi",
8105.20.30,"8105.20.30 Cobalt alloys, unwrought",
8105.20.60,"8105.20.60 Cobalt (other than alloys), unwrought",
8105.20.90,"8105.20.90 Cobalt, mattes and other intermediate products of cobalt metallurgy; cobalt powders",
8105.30.00,"8105.30.00 Cobalt, waste and scrap",
8105.90.00,"8105.90.00 Cobalt, articles thereof nesoi",
8106.10.00,"8106.10.00 Bismuth (including waste and scrap) and articles thereof, containing more than 99.99 percent of bismuth by weight",
8106.90.00,"8106.90.00 Bismuth (including waste and scrap) and articles thereof, containing 99.99 percent of bismuth or less, nesoi",
8108.20.00,"8108.20.00 Titanium, unwrought; titanium powders",
8108.30.00,"8108.30.00 Titanium, waste and scrap",
8108.90.30,"8108.90.30 Titanium, articles nesoi",
8108.90.60,"8108.90.60 Titanium, wrought nesoi",
8110.10.00,"8110.10.00 Antimony, unwrought; antimony powders",
8110.20.00,"8110.20.00 Antimony, waste and scrap",
8110.90.00,"8110.90.00 Articles of antimony, nesoi",
8111.00.47,8111.00.47 Unwrought manganese flake containing at least 99.5 percent by weight manganese,
8111.00.49,"8111.00.49 Unwrought manganese, nesoi",
8112.21.00,"8112.21.00 Chromium, unwrought; chromium powders",
8112.22.00,"8112.22.00 Chromium, waste and scrap",
8112.29.00,"8112.29.00 Articles of chromium, nesoi",
8112.41.10,"8112.41.10 Rhenium, waste and scrap",
8112.41.50,"8112.41.50 Rhenium, unwrought; rhenium powders",
8112.49.00,"8112.49.00 Rhenium, articles, nesoi",
8112.59.00,"8112.59.00 Articles of thallium, nesoi",
8112.92.10,"8112.92.10 Gallium, unwrought; gallium powders",
8112.92.30,"8112.92.30 Indium, unwrought; indium powders",
8112.92.40,"8112.92.40 Niobium (columbium), unwrought; niobium powders",
8112.92.60,"8112.92.60 Germanium, unwrought",
8112.92.65,"8112.92.65 Germanium powder, wrought",
8112.99.10,8112.99.10 Germanium nesoi and articles thereof,
8112.99.91,"8112.99.91 Articles of gallium, indium, or niobium, nesoi",
8471 2025,"8471 Automatic data processing machines and units thereof; magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, nesoi Presidential Memorandum of April 11, 2025",
8473.30 2025,"8473.30 Parts and accessories for automatic data processing machines and units thereof; magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, nesoi Presidential Memorandum of April 11, 2025",
8486 2025,"8486 Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in note 11(C) to this chapter; parts and accessories Presidential Memorandum of April 11, 2025",
8505.11 0070 2025,"8505.11.0070 Sintered neodymium-iron-boron magnets Executive Order 14346 of September 5, 2025",
8517.13.00,8517.13.00 Smartphones for cellular networks or for other wireless of networks Presidential Memorandum,
2025,"of April 11, 2025",
8517.62.00 2025,"8517.62.00 Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus Presidential Memorandum of April 11, 2025",
8523.51.00 2025,"8523.51.00 Semiconductor media, solid state non-volatile storage devices Presidential Memorandum of April 11, 2025",
8524 2025,"8524 Flat panel display modules, whether or not incorporating touch-sensitive screens Presidential Memorandum of April 11, 2025",
8528.52.00 8471 2025,"8528.52.00 Other monitors capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471 Presidential Memorandum of April 11, 2025",
8541.10.00,"8541.10.00 Diodes, other than photosensitive or light-emitting diodes",
8541.21.00,"8541.21.00 Transistors, other than photosensitive transistors, with a dissipation rating of less than 1 W",
8541.29.00,"8541.29.00 Transistors, other than photosensitive transistors, with a dissipation rating of 1 W or more",
8541.30.00,"8541.30.00 Thyristors, diacs and triacs, other than photosensitive devices",
8541.41.00 2025,"8541.41.00 Light emitting diodes (LED) Executive Order 14346 of September 5, 2025",
8541.49.10,"8541.49.10 Other photosensitive semiconductor diodes, other than light-emitting",
8541.49.70,8541.49.70 Other photosensitive semiconductor transistors,
8541.49.80,8541.49.80 Optical coupled isolators,
8541.49.95,"8541.49.95 Other photosensitive semiconductor devices, other than diodes or transistors, nesoi",
8541.51.00,"8541.51.00 Other semiconductor-based transducers, other than photosensitive transducers",
8541.59.00,"8541.59.00 Other semiconductor devices, other than semiconductor- based transducers, other than photosensitive devices, nesoi",
8541.90.00,"8541.90.00 Parts of diodes, transistors, similar semiconductor devices, photosensitive semiconductor devices, LEDs and mounted piezoelectric crystals",
8542 2025,"8542 Electronic integrated circuits; parts thereof Presidential Memorandum of April 11, 2025",
8542.31.00,8542.31.00 Electronic integrated circuits: processors and controllers,
8542.32.00,8542.32.00 Electronic integrated circuits: memories,
8542.33.00,8542.33.00 Electronic integrated circuits: amplifiers,
8542.39.00,8542.39.00 Electronic integrated circuits: other,
8542.90.00,8542.90.00 Parts of electronic integrated circuits and microassemblies,
0106.11.00,0106.11.00 Live primates,
0106.12.01,"0106.12.01 Live whales, dolphins and porpoises; manatees and dugongs, seals, sea lions, and walruses",
0106.13.00,0106.13.00 Live camels and other camelids,
0106.14.00,0106.14.00 Live rabbits and hares,
0106.19.30,0106.19.30 Live foxes,
0106.19.91,"0106.19.91 Live mammals, nesoi",
0106.20.00,0106.20.00 Live reptiles (including snakes and turtles),
0106.31.00,0106.31.00 Live birds of prey,
0106.32.00,"0106.32.00 Live psittaciformes birds (including parrots, parakeets, macaws and cockatoos)",
0106.33.00,0106.33.00 Ostriches; emus,
0106.39.01,"0106.39.01 Live birds, other than poultry, birds of prey or psittaciformes birds",
0106.90.01,"0106.90.01 Live animals other than mammals, reptiles, insects, and birds",
0208.50.00,"0208.50.00 Meat and edible meat offal of reptiles, fresh, chilled or frozen",
0208.90.25,"0208.90.25 Frog legs, fresh, chilled or frozen",
0302.31.00,"0302.31.00 Albacore or longfinned tunas, fresh or chilled, excluding fillets, other meat portions, livers and roes",
0302.32.00,"0302.32.00 Yellowfin tunas, fresh or chilled, excluding fillets, other meat portions, livers and roes",
0304.87.00,0304.87.00 Frozen tuna fillets,
0410.10.00,0410.10.00 Edible insects,
0501.00.00,"0501.00.00 Human hair, unworked, whether or not washed or scoured; waste of human hair",
0510.00.40,0510.00.40 Cantharides; bile; glands and other animal products nesoi used in pharmaceutical products,
0601.10.15,"0601.10.15 Tulip bulbs, dormant",
0601.10.30,"0601.10.30 Hyacinth bulbs, dormant",
0601.10.45,"0601.10.45 Lily bulbs, dormant",
0601.10.60,"0601.10.60 Narcissus bulbs, dormant",
0601.10.75,"0601.10.75 Crocus corms, dormant",
0601.10.90,"0601.10.90 Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, nesoi, dormant",
0601.20.90,"0601.20.90 Bulbs nesoi, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory plants and roots",
0602.10.00,0602.10.00 Unrooted cuttings and slips of live plants,
0602.40.00,"0602.40.00 Roses, grafted or not",
0602.90.20,0602.90.20 Live orchid plants,
0602.90.30,"0602.90.30 Live herbaceous perennials, other than orchid plants, with soil attached to roots",
0602.90.60,"0602.90.60 Other live plants nesoi, with soil attached to roots",
0603.11.00,"0603.11.00 Sweetheart, spray and other roses, fresh cut",
0603.12.30,"0603.12.30 Miniature (spray) carnations, fresh cut",
0603.12.70,"0603.12.70 Other Carnations, fresh cut",
0603.13.00,"0603.13.00 Orchids, fresh cut",
0603.14.00,"0603.14.00 Chrysanthemums, fresh cut",
0603.15.00,0603.15.00 Fresh cut lilies (Lillium spp.),
0603.19.01,"0603.19.01 Fresh cut, anthuriums, alstroemeria, gypsophilia, lilies, snapdragons and other flowers nesoi",
0603.90.00,"0603.90.00 Cut flowers and flower buds, suitable for bouquets or ornamental purposes, dried, dyed, bleached, impregnated or otherwise prepared",
0604.20.00,"0604.20.00 Fresh foliage, branches, and other parts of plants, without flowers or buds, suitable for bouquets or ornamental purposes",
0604.90.10,0604.90.10 Mosses and lichens suitable for bouquets or ornamental purposes,
0604.90.30,"0604.90.30 Dried or bleached foliage, branches, and other parts of plants for bouquets or ornamental purposes, except mosses and lichens",
0604.90.60,"0604.90.60 Other than fresh, bleached or dried: Foliage, branches, parts of plants and grasses, suitable for bouquets or ornamental purposes, except mosses and lichen",
0805.40.60,"0805.40.60 Grapefruit and pomelos, fresh or dried, if entered during the month of October",
1207.10.00,1207.10.00 Palm nuts and kernels,
1211.30.00,"1211.30.00 Coca leaf, of a kind used in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes",
1211.60.00,1211.60.00 Bark of African cherry (Prunus Africana),
1211.90.60,"1211.90.60 Tonka beans, of a kind used in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes",
1211.90.89,1211.90.89 Psyllium seed husks Ex,Ex
1212.21.00,"1212.21.00 Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, fit for human consumption",
1212.29.00,"1212.29.00 Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, other than for human consumption",
1212.94.00,1212.94.00 Chicory roots,
1301.20.00,1301.20.00 Gum Arabic,
1301.90.91,1301.90.91 Boswellia Ex,Ex
1302.19.21,1302.19.21 Poppy straw extract,
1302.19.91,"1302.19.91 Aloe, Tasmanian pepper, coconut, centella Ex",Ex
1302.31.00,1302.31.00 Agar-agar,
1302.32.00,"1302.32.00 Mucilages and thickeners, whether or not modified, derived from locust beans, locust bean seeds or guar seeds",
1401.10.00,"1401.10.00 Bamboos, of a kind used primarily for plaiting",
1401.20.20,"1401.20.20 Rattans, in the rough or cut transversely into sections, of a kind used primarily for plaiting",
1401.20.40,"1401.20.40 Rattans, other than those in the rough or cut transversely into sections, of a kind used primarily for plaiting",
1404.90.30,1404.90.30 Istle of a kind used primarily in brooms or brushes,
1404.90.40,"1404.90.40 Piassava, couch-grass and other vegetable materials nesoi, of a kind used primarily in brooms or brushes",
1511.10.00,"1511.10.00 Palm oil, crude, and its fractions, whether or not refined, not chemically modified Ex",Ex
1511.90.00,"1511.90.00 Palm oil, other than crude, and its fractions, whether or not refined, but not chemically modified",
1513.21.00,"1513.21.00 Palm kernel oil or babassu oil, crude, and their fractions, not chemically modified",
1513.29.00,"1513.29.00 Palm kernel oil or babassu oil, other than crude, and their fractions, whether or not refined, but not chemically modified",
1515.30.00,"1515.30.00 Castor oil and its fractions, whether or not refined, but not chemically modified",
1515.90.21,"1515.90.21 Nut oils, whether or not refined, not chemically modified",
1515.90.60,"1515.90.60 Jojoba oil and its fractions, whether or not refined, not chemically modified",
1515.90.81,1515.90.81 Argan oil,
1604.14.40,"1604.14.40 Tunas and skipjack, not in airtight containers, not in oil, in bulk or in immediate containers weighing with contents over 6.8 kg each Ex",Ex
